,peasantProfile,peasantEmotionalState,currentSeason,currentCropCare,robberyAccount,ptwDate,currentMoneyOrigin,currentPeasantActivityType,currentPeasantLeisureType,currentResourceNeededType,currentDay,timeLeftOnDay,newDay,weekBlock,busy,askedForLoanToday,robbedToday,internalCurrentDate,peasantKind,rainfallConditions,peasantFamilyMinimalVital,health,productivity,wellBeging,worker,peasantQualityFactor,liveStockAffinity,farm,cropSize,housing,servicesPresence,housingSize,housingCondition,housingLocation,farmDistance,money,totalIncome,loanAmountToPay,housingQuailty,timeSpentOnMaintenance,cropHealth,farmReady,harvestedWeightExpected,processedCrop,cropEficiency,processedWeight,processingTime,trainingLevel,trainingAvailability,trainingRelevance,trainingCost,irrigation,irrigationTime,pestControl,diseasedCrop,weedControl,infestedCrop,suppliesAvailability,toolsAvailability,associated,neighbors,collaborationValue,totalHarvestedWeight,healthProgramsAvailability,livestockFarming,livestockHealth,livestockNumber,familyTime,peasantFamilyAffinity,familyTimeAvailability,communications,socialCompatibility,restingTimeAvailibility,peasantRestAffinity,leisureOptions,sellDone,waterAvailable,pesticidesAvailable,tools,supplies,riceSeedsByHectare,seeds,harvestedWeight,startRiceSeason,endRiceSeason,currentCropName,purpose,label
307,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,31,0.0,false,false,false,false,false,2022-01-31,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,5531999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2217,0,10,1,20,6089,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
316,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,32,0.0,false,false,false,false,false,2022-02-01,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,5513999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2217,0,10,1,20,6089,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
326,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,33,0.0,false,false,false,false,false,2022-02-02,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,5495999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2217,0,10,1,20,6089,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
335,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,34,0.0,false,false,false,false,false,2022-02-03,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,5477999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2217,0,10,1,20,6089,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
346,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,35,0.0,false,true,false,false,false,2022-02-04,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,5459999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2217,0,10,1,20,6089,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
359,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,36,0.0,false,false,false,false,false,2022-02-05,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,5441999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2217,0,10,1,20,6089,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
368,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,37,0.0,false,false,false,false,false,2022-02-06,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,5423999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2217,0,10,1,20,6089,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
378,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,38,0.0,false,false,false,false,false,2022-02-07,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,5405999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2217,0,10,1,20,6089,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
389,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,39,0.0,false,false,false,false,false,2022-02-08,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,5387999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2217,0,10,1,20,6089,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
399,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,40,0.0,false,false,false,false,false,2022-02-09,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,5369999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2217,0,10,1,20,6089,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
409,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,41,0.0,false,false,false,false,false,2022-02-10,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,5351999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2217,0,10,1,20,6089,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
419,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,42,0.0,false,true,false,false,false,2022-02-11,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,5333999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2217,0,10,1,20,6089,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
427,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,43,0.0,false,false,false,false,false,2022-02-12,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,5315999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2217,0,10,1,20,6089,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
437,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,44,0.0,false,false,false,false,false,2022-02-13,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,5297999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2217,0,10,1,20,6089,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
447,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,45,0.0,false,false,false,false,false,2022-02-14,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,5279999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2217,0,10,1,20,6089,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
457,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,46,0.0,false,false,false,false,false,2022-02-15,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,5261999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2217,0,10,1,20,6089,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
467,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,47,0.0,false,false,false,false,false,2022-02-16,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,5243999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2217,0,10,1,20,6089,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
477,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,48,0.0,false,false,false,false,false,2022-02-17,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,5225999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2217,0,10,1,20,6089,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
487,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,49,0.0,false,true,false,false,false,2022-02-18,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,5207999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2217,0,10,1,20,6089,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
499,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,50,0.0,false,false,false,false,false,2022-02-19,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,5189999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2217,0,10,1,20,6089,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
509,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,51,0.0,false,false,false,false,false,2022-02-20,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,5171999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2217,0,10,1,20,6089,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
519,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,52,0.0,false,false,false,false,false,2022-02-21,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,5153999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2217,0,10,1,20,6089,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
528,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,53,0.0,false,false,false,false,false,2022-02-22,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,5135999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2217,0,10,1,20,6089,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
539,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,54,0.0,false,false,false,false,false,2022-02-23,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,5117999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2217,0,10,1,20,6089,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
548,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,55,0.0,false,false,false,false,false,2022-02-24,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,5099999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2217,0,10,1,20,6089,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
558,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,56,0.0,false,true,false,false,false,2022-02-25,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,5081999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2217,0,10,1,20,6089,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
569,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,57,0.0,false,false,false,false,false,2022-02-26,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,5063999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2217,0,10,1,20,6089,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
579,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,58,0.0,false,false,false,false,false,2022-02-27,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,5045999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2217,0,10,1,20,6089,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
589,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,59,0.0,false,false,false,false,false,2022-02-28,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,5027999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2217,0,10,1,20,6089,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
599,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,60,0.0,false,false,false,false,false,2022-03-01,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,5009999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2217,0,10,1,20,6089,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
605,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,61,0.0,false,false,false,false,false,2022-03-02,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,4991999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2217,0,10,1,20,6089,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
619,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,62,0.0,false,false,false,false,false,2022-03-03,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,4973999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2217,0,10,1,20,6089,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
625,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,63,0.0,false,true,false,false,false,2022-03-04,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,4955999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2217,0,10,1,20,6089,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
637,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,64,0.0,false,false,false,false,false,2022-03-05,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,4937999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2217,0,10,1,20,6089,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
647,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,65,0.0,false,false,false,false,false,2022-03-06,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,4919999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2217,0,10,1,20,6089,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
657,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,66,0.0,false,false,false,false,false,2022-03-07,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,4901999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2217,0,10,1,20,6089,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
667,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,67,0.0,false,false,false,false,false,2022-03-08,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,4883999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2217,0,10,1,20,6089,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
676,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,68,0.0,false,false,false,false,false,2022-03-09,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,4865999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2217,0,10,1,20,6089,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
685,PeasantFamily_5,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,69,0.0,false,false,false,false,false,2022-03-10,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12179,1.0,1.0,1.0,1.0,1.0,1.0,4847999.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2217,0,10,1,20,6089,0,01/05/2022,null,ñame,farmer,PeasantFamily_5_ThrivingPeasant
