,peasantProfile,peasantEmotionalState,currentSeason,currentCropCare,robberyAccount,ptwDate,currentMoneyOrigin,currentPeasantActivityType,currentPeasantLeisureType,currentResourceNeededType,currentDay,timeLeftOnDay,newDay,weekBlock,busy,askedForLoanToday,robbedToday,checkedToday,internalCurrentDate,peasantKind,rainfallConditions,peasantFamilyMinimalVital,health,productivity,wellBeging,worker,peasantQualityFactor,liveStockAffinity,farm,cropSize,housing,servicesPresence,housingSize,housingCondition,housingLocation,farmDistance,money,totalIncome,loanAmountToPay,housingQuailty,timeSpentOnMaintenance,cropHealth,farmReady,harvestedWeightExpected,processedCrop,cropEficiency,processedWeight,processingTime,trainingLevel,trainingAvailability,trainingRelevance,trainingCost,irrigation,irrigationTime,pestControl,diseasedCrop,weedControl,infestedCrop,suppliesAvailability,toolsAvailability,associated,neighbors,collaborationValue,totalHarvestedWeight,healthProgramsAvailability,livestockFarming,livestockHealth,livestockNumber,familyTime,peasantFamilyAffinity,familyTimeAvailability,communications,socialCompatibility,restingTimeAvailibility,peasantRestAffinity,leisureOptions,sellDone,waterAvailable,pesticidesAvailable,tools,supplies,riceSeedsByHectare,seeds,harvestedWeight,startRiceSeason,endRiceSeason,currentCropName,purpose
109,PeasantFamily_10,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,11,0.0,false,false,false,false,false,true,11/01/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,2712,1.0,1.0,1.0,1.0,1.0,1.0,1436635.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,678,0,01/05/2022,null,ñame,farmer
118,PeasantFamily_10,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,12,0.0,false,false,false,false,false,true,12/01/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,2712,1.0,1.0,1.0,1.0,1.0,1.0,1431635.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,678,0,01/05/2022,null,ñame,farmer
127,PeasantFamily_10,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,13,0.0,false,false,false,false,false,true,13/01/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,2712,1.0,1.0,1.0,1.0,1.0,1.0,1426635.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,678,0,01/05/2022,null,ñame,farmer
137,PeasantFamily_10,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,14,0.0,false,true,false,false,false,true,14/01/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,2712,1.0,1.0,1.0,1.0,1.0,1.0,1421635.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,678,0,01/05/2022,null,ñame,farmer
149,PeasantFamily_10,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,15,0.0,false,false,false,false,false,true,15/01/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,2712,1.0,1.0,1.0,1.0,1.0,1.0,1416635.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,678,0,01/05/2022,null,ñame,farmer
159,PeasantFamily_10,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,16,0.0,false,false,false,false,false,true,16/01/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,2712,1.0,1.0,1.0,1.0,1.0,1.0,1411635.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,678,0,01/05/2022,null,ñame,farmer
168,PeasantFamily_10,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,17,0.0,false,false,false,false,false,true,17/01/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,2712,1.0,1.0,1.0,1.0,1.0,1.0,1406635.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,678,0,01/05/2022,null,ñame,farmer
177,PeasantFamily_10,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,18,0.0,false,false,false,false,false,true,18/01/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,2712,1.0,1.0,1.0,1.0,1.0,1.0,1401635.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,678,0,01/05/2022,null,ñame,farmer
186,PeasantFamily_10,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,19,0.0,false,false,false,false,false,true,19/01/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,2712,1.0,1.0,1.0,1.0,1.0,1.0,1396635.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,678,0,01/05/2022,null,ñame,farmer
195,PeasantFamily_10,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,20,0.0,false,false,false,false,false,true,20/01/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,2712,1.0,1.0,1.0,1.0,1.0,1.0,1391635.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,678,0,01/05/2022,null,ñame,farmer
202,PeasantFamily_10,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,21,0.0,false,true,false,false,false,true,21/01/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,2712,1.0,1.0,1.0,1.0,1.0,1.0,1386635.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,678,0,01/05/2022,null,ñame,farmer
206,PeasantFamily_10,[],NONE,NONE,0,null,NONE,NONE,NONE,NONE,22,24.0,true,true,false,false,false,true,22/01/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,2712,1.0,1.0,1.0,1.0,1.0,1.0,1386635.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,678,0,01/05/2022,null,ñame,farmer
