,peasantProfile,peasantEmotionalState,currentSeason,currentCropCare,robberyAccount,ptwDate,currentMoneyOrigin,currentPeasantActivityType,currentPeasantLeisureType,currentResourceNeededType,currentDay,timeLeftOnDay,newDay,weekBlock,busy,askedForLoanToday,robbedToday,checkedToday,internalCurrentDate,peasantKind,rainfallConditions,peasantFamilyMinimalVital,health,productivity,wellBeging,worker,peasantQualityFactor,liveStockAffinity,farm,cropSize,housing,servicesPresence,housingSize,housingCondition,housingLocation,farmDistance,money,totalIncome,loanAmountToPay,housingQuailty,timeSpentOnMaintenance,cropHealth,farmReady,harvestedWeightExpected,processedCrop,cropEficiency,processedWeight,processingTime,trainingLevel,trainingAvailability,trainingRelevance,trainingCost,irrigation,irrigationTime,pestControl,diseasedCrop,weedControl,infestedCrop,suppliesAvailability,toolsAvailability,associated,neighbors,collaborationValue,totalHarvestedWeight,healthProgramsAvailability,livestockFarming,livestockHealth,livestockNumber,familyTime,peasantFamilyAffinity,familyTimeAvailability,communications,socialCompatibility,restingTimeAvailibility,peasantRestAffinity,leisureOptions,sellDone,waterAvailable,pesticidesAvailable,tools,supplies,riceSeedsByHectare,seeds,harvestedWeight,startRiceSeason,endRiceSeason,currentCropName,purpose
323,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,33,0.0,false,false,false,false,false,true,02/02/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,848754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
333,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,34,0.0,false,false,false,false,false,true,03/02/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,843754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
343,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,35,0.0,false,true,false,false,false,true,04/02/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,838754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
352,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,36,0.0,false,false,false,false,false,true,05/02/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,833754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
361,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,37,0.0,false,false,false,false,false,true,06/02/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,828754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
371,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,38,0.0,false,false,false,false,false,true,07/02/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,823754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
385,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,39,0.0,false,false,false,false,false,true,08/02/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,818754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
392,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,40,0.0,false,false,false,false,false,true,09/02/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,813754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
401,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,41,0.0,false,false,false,false,false,true,10/02/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,808754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
411,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,42,0.0,false,true,false,false,false,true,11/02/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,803754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
424,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,43,0.0,false,false,false,false,false,true,12/02/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,798754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
434,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,44,0.0,false,false,false,false,false,true,13/02/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,793754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
443,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,45,0.0,false,false,false,false,false,true,14/02/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,788754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
453,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,46,0.0,false,false,false,false,false,true,15/02/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,783754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
462,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,47,0.0,false,false,false,false,false,true,16/02/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,778754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
472,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,48,0.0,false,false,false,false,false,true,17/02/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,773754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
481,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,49,0.0,false,true,false,false,false,true,18/02/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,768754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
494,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,50,0.0,false,false,false,false,false,true,19/02/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,763754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
504,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,51,0.0,false,false,false,false,false,true,20/02/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,758754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
514,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,52,0.0,false,false,false,false,false,true,21/02/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,753754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
523,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,53,0.0,false,false,false,false,false,true,22/02/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,748754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
534,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,54,0.0,false,false,false,false,false,true,23/02/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,743754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
549,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,55,0.0,false,false,false,false,false,true,24/02/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,738754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
559,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,56,0.0,false,true,false,false,false,true,25/02/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,733754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
566,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,57,0.0,false,false,false,false,false,true,26/02/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,728754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
576,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,58,0.0,false,false,false,false,false,true,27/02/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,723754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
584,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,59,0.0,false,false,false,false,false,true,28/02/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,718754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
593,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,60,0.0,false,false,false,false,false,true,01/03/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,713754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
604,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,61,0.0,false,false,false,false,false,true,02/03/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,708754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
617,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,62,0.0,false,false,false,false,false,true,03/03/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,703754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
627,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,63,0.0,false,true,false,false,false,true,04/03/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,698754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
636,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,64,0.0,false,false,false,false,false,true,05/03/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,693754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
648,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,65,0.0,false,false,false,false,false,true,06/03/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,688754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
656,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,66,0.0,false,false,false,false,false,true,07/03/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,683754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
669,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,67,0.0,false,false,false,false,false,true,08/03/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,678754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
679,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,68,0.0,false,false,false,false,false,true,09/03/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,673754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
689,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,69,0.0,false,false,false,false,false,true,10/03/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,668754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
699,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,70,0.0,false,true,false,false,false,true,11/03/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,663754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
709,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,71,0.0,false,false,false,false,false,true,12/03/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,658754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
719,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,72,0.0,false,false,false,false,false,true,13/03/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,653754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
729,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,73,0.0,false,false,false,false,false,true,14/03/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,648754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
739,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,74,0.0,false,false,false,false,false,true,15/03/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,643754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
