,peasantProfile,peasantEmotionalState,currentSeason,currentCropCare,robberyAccount,ptwDate,currentMoneyOrigin,currentPeasantActivityType,currentPeasantLeisureType,currentResourceNeededType,currentDay,timeLeftOnDay,newDay,weekBlock,busy,askedForLoanToday,robbedToday,checkedToday,internalCurrentDate,peasantKind,rainfallConditions,peasantFamilyMinimalVital,health,productivity,wellBeging,worker,peasantQualityFactor,liveStockAffinity,farm,cropSize,housing,servicesPresence,housingSize,housingCondition,housingLocation,farmDistance,money,totalIncome,loanAmountToPay,housingQuailty,timeSpentOnMaintenance,cropHealth,farmReady,harvestedWeightExpected,processedCrop,cropEficiency,processedWeight,processingTime,trainingLevel,trainingAvailability,trainingRelevance,trainingCost,irrigation,irrigationTime,pestControl,diseasedCrop,weedControl,infestedCrop,suppliesAvailability,toolsAvailability,associated,neighbors,collaborationValue,totalHarvestedWeight,healthProgramsAvailability,livestockFarming,livestockHealth,livestockNumber,familyTime,peasantFamilyAffinity,familyTimeAvailability,communications,socialCompatibility,restingTimeAvailibility,peasantRestAffinity,leisureOptions,sellDone,waterAvailable,pesticidesAvailable,tools,supplies,riceSeedsByHectare,seeds,harvestedWeight,startRiceSeason,endRiceSeason,currentCropName,purpose
749,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,75,0.0,false,false,false,false,false,true,16/03/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,638754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
759,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,76,0.0,false,false,false,false,false,true,17/03/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,633754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
769,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,77,0.0,false,true,false,false,false,true,18/03/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,628754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
779,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,78,0.0,false,false,false,false,false,true,19/03/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,623754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
789,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,79,0.0,false,false,false,false,false,true,20/03/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,618754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
799,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,80,0.0,false,false,false,false,false,true,21/03/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,613754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
809,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,81,0.0,false,false,false,false,false,true,22/03/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,608754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
819,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,82,0.0,false,false,false,false,false,true,23/03/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,603754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
829,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,83,0.0,false,false,false,false,false,true,24/03/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,598754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
839,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,84,0.0,false,true,false,false,false,true,25/03/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,593754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
848,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,85,0.0,false,false,false,false,false,true,26/03/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,588754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
858,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,86,0.0,false,false,false,false,false,true,27/03/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,583754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
868,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,87,0.0,false,false,false,false,false,true,28/03/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,578754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
879,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,88,0.0,false,false,false,false,false,true,29/03/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,573754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
888,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,89,0.0,false,false,false,false,false,true,30/03/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,568754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
898,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,90,0.0,false,false,false,false,false,true,31/03/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,563754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
908,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,91,0.0,false,true,false,false,false,true,01/04/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,558754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
916,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,92,0.0,false,false,false,false,false,true,02/04/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,553754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
924,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,93,0.0,false,false,false,false,false,true,03/04/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,548754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
935,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,94,0.0,false,false,false,false,false,true,04/04/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,543754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
944,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,95,0.0,false,false,false,false,false,true,05/04/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,538754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
955,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,96,0.0,false,false,false,false,false,true,06/04/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,533754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
965,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,97,0.0,false,false,false,false,false,true,07/04/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,528754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
975,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,98,0.0,false,true,false,false,false,true,08/04/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,523754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
987,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,99,0.0,false,false,false,false,false,true,09/04/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,518754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
997,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,100,0.0,false,false,false,false,false,true,10/04/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,513754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
1007,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,101,0.0,false,false,false,false,false,true,11/04/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,508754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
1017,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,102,0.0,false,false,false,false,false,true,12/04/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,503754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
1027,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,103,0.0,false,false,false,false,false,true,13/04/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,498754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
1037,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,104,0.0,false,false,false,false,false,true,14/04/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,493754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
1047,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,105,0.0,false,true,false,false,false,true,15/04/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,488754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
1058,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,106,0.0,false,false,false,false,false,true,16/04/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,483754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
1068,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,107,0.0,false,false,false,false,false,true,17/04/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,478754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
1078,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,108,0.0,false,false,false,false,false,true,18/04/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,473754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
1089,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,109,0.0,false,false,false,false,false,true,19/04/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,468754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
1098,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,110,0.0,false,false,false,false,false,true,20/04/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,463754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
1108,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,111,0.0,false,false,false,false,false,true,21/04/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,458754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
1118,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,112,0.0,false,true,false,false,false,true,22/04/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,453754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
1129,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,113,0.0,false,false,false,false,false,true,23/04/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,448754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
1139,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,114,0.0,false,false,false,false,false,true,24/04/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,443754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
1149,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,115,0.0,false,false,false,false,false,true,25/04/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,438754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
1159,PeasantFamily_6,[],NONE,NONE,0,null,NONE,NONE,LEISURE,NONE,116,0.0,false,false,false,false,false,true,26/04/2022,HighriskPeasant,dry,5000.0,100,0.0,1.0,true,0.7,0.7,true,1843,1.0,1.0,1.0,1.0,1.0,1.0,433754.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,100,0,10,1,20,460,0,01/05/2022,null,ñame,farmer
